,DXT_200,FDM_200,SDM_200,DXT_400,FDM_400,SDM_400,DXT_600,FDM_600,SDM_600,SED_AVE,SED_STD,SED_GRD,V_UP,V_TN,AGE,FRE_DG_AVE,FRE_DG_STD,EGR_DG_AVE,EGR_DG_STD,SRO_DG_AVE,SRO_DG_STD,IRO_DG_AVE,IRO_DG_STD,LRO_DG_AVE,LRO_DG_STD,CRD_UP_AVE,CRD_UP_STD,CRS_UP_AVE,CRS_UP_STD,CRM_UP_AVE,CRM_UP_STD,FRE_UP_AVE,FRE_UP_STD,EGO_UP_AVE,EGO_UP_STD,EGO_L_UP_AVE,EGO_L_UP_STD,EGO_SL_UP_AVE,EGO_SL_UP_STD,EGO_UM_UP_AVE,EGO_UM_UP_STD,EGR_UP_AVE,EGR_UP_STD,EGR_BG_UP_AVE,EGR_BG_UP_STD,INV_UP_AVE,INV_UP_STD,DLT_UP_AVE,DLT_UP_STD,MR_GCMT
21,564.8574,0.000261309519933,4.029358615316416e-05,564.0236,0.0126431025593496,9.276628350846186e-05,558.6613,0.0037473635605414,0.0001494712717535,418.0657946938685,45.34527140282265,0.0003783048397085,-53.7,-53.7,95.0,-0.2552359351,43.9489070952,-0.536778449,44.0879230424,135.9040816327,24.9987298658,750.000952381,312.4161538507,546.3505442177,128.6747555903,3.7754e-06,1.7089e-06,-1.035e-07,4.897e-07,1.4705e-06,5.3501e-06,12.364791494,50.9366262981,28.5220011643,5.7238384479,-0.6967554616,3.0724325918,-1.5223639149,4.0081131757,2.3791707236,4.5432467007,12.9921736515,49.8784591616,205.1261231559,30.0732529049,189.8630952956,41.8014437473,-176.3123031598,41.2999833285,1.0
22,564.9415,0.0015612340181604,6.889804522296628e-05,562.6468,0.0143454401017009,3.282065995613671e-05,558.5151,0.0015060154878417,0.00022572826016,473.6486713306486,28.57632413723222,0.0005558287663678,-53.7,-53.7,95.0,-12.4820525303,52.7816348013,-12.5746168882,52.3811362256,154.9157575758,27.2795749745,617.9532575758,180.525009375,568.8566666667,150.5622654126,3.8721e-06,1.6584e-06,7.79e-08,4.538e-07,1.4439e-06,6.6356e-06,13.9409276025,65.6464132014,29.4128623087,6.7554324429,-0.3966066754,4.0085564912,-1.2985042715,4.9931080341,2.4380047599,5.6163663683,13.0633163213,65.9364919213,217.6540295961,25.6151589973,189.2735176088,45.3778691223,-177.5870489472,43.6159038748,5.6
23,565.1933,0.0032158445119272,5.15835665830066e-05,561.1954,0.0140930775668264,6.759575857239554e-05,558.9331,0.0073432059021244,0.0003012400624013,507.5224099231492,11.779499322631915,0.000338737385925,-53.7,-53.7,95.0,-21.6685859613,59.4509062753,-21.6960388057,58.9719405867,110.0296296296,43.2939772547,421.5855555556,219.7768918376,430.5896296296,262.5474083995,3.8646e-06,1.7872e-06,1.252e-07,2.331e-07,1.0177e-06,8.3471e-06,21.0699806606,77.1123371365,30.9222908974,7.4934358845,0.2154578726,4.681423308,-0.6882615561,5.6950823002,2.891180412,6.3112721425,21.5632634073,76.5505742106,236.0072188241,23.8147166527,194.8264995789,45.151478407,-180.8540503249,43.1572228389,5.9
24,565.5674,0.0037084176371711,3.565492526925455e-05,559.9165,0.0109554225461642,0.0002023505099358,560.1037,0.0156753270486481,0.0003708964321152,506.62668334972017,2.60652943238298,8.957265734290676e-06,-53.7,-53.7,95.0,-8.195961166,50.7291879354,-7.8204125088,50.4351130093,70.6652258065,23.6018211253,234.5009677419,83.6921871698,234.6311612903,144.8828676216,3.7762e-06,1.9314e-06,1.254e-07,2.322e-07,1.2819e-06,7.1749e-06,-4.4823156075,84.965138641,29.4922522545,8.1573137622,-1.0441942204,5.3117125434,-2.2973321405,6.3267286796,0.9749015984,7.0196190568,-4.2535330415,84.7706281989,245.6596820068,29.4222434121,194.9759455264,41.4600180212,-182.489567582,40.9838967811,6.5
25,565.861,0.001655434100099,0.0001492743428047,559.1463,0.0041633977651395,0.0003648561041806,562.2004,0.025634797178785,0.000429459428203,487.402612067026,16.61814134177329,0.0001922407128269,-53.7,-53.7,95.0,-0.5594575049,49.0843297217,0.1806935322,48.3300321553,85.3725,30.3909241582,343.1356707317,110.580507672,226.4870121951,63.3404183292,3.6655e-06,1.9092e-06,1.242e-07,1.647e-07,1.3917e-06,7.2414e-06,-11.1049394746,93.1862397341,29.5356879433,8.6298008576,-1.344490058,5.7572347072,-2.6998960016,6.8063364553,0.3403746776,7.5235333116,-11.3686328406,92.6055043258,257.6417268117,27.9995288549,201.6727490144,40.842798687,-189.4456348419,38.430350513,5.5
26,565.7862,0.0031034313587953,0.0002165724901182,559.2896,0.0069739621092074,0.0005401562908389,565.3692,0.0368866946513846,0.000471875030947,405.2898630335797,47.15349908320801,0.0008211274903344,-53.7,-53.7,95.0,-6.0988837487,59.5003161775,-6.2986196213,59.0617613103,111.0304918033,27.7493039893,562.9340983607,172.9692133639,294.9192622951,85.9715579461,3.7033e-06,1.7894e-06,1.9e-09,2.182e-07,1.3242e-06,7.2239e-06,11.3181522288,98.0792517278,32.3826483166,8.8915353629,0.240877358,6.0388180713,-0.8942625666,7.1061256368,2.2220493229,7.8749953467,11.7134784867,98.1195805612,256.1578958905,24.4580506611,205.1254083461,54.9061880121,-192.6648794942,52.5049414954,6.1
27,565.1874,0.0077833405857734,0.0001110706943256,560.7825,0.0223998963001864,0.0007073225568812,569.7156,0.0489750167832923,0.0004936249390434,298.00001502415387,55.576427257774334,0.0010728984800942,-53.7,-53.7,95.0,-11.5969147967,65.424975045,-11.361117145,65.2357450014,108.1221238938,15.9027098738,843.8731858407,555.6517256981,429.0736283186,214.5696700728,3.8183e-06,1.686e-06,-3.7e-09,2.72e-07,1.3228e-06,7.3284e-06,26.72855738,111.0785204847,34.0241394328,9.285224989,1.0257113749,6.4328940483,-0.0649779585,7.4837643603,2.9046798989,8.2431700955,26.2182500523,111.0814790983,269.480115065,23.407125176,208.1479917045,59.6207589219,-196.3212563951,56.4139755985,5.9
28,564.3479,0.006731357051907,0.000280995216611,564.0404,0.0416880478348963,0.0008416089989476,575.2937,0.0613402658589297,0.0004911014190368,240.0137107536028,24.7195228624308,0.0005798630427055,-49.0,-49.0,97.0,1.4683363717,61.1612418578,0.3082081307,62.0341825434,119.4060784314,31.2147031141,978.668496732,654.4366344624,507.0969281046,264.0212418006,3.8701e-06,1.6456e-06,7e-10,2.325e-07,1.3481e-06,7.0913e-06,7.4566291779,120.299825656,33.2242505317,9.6936344237,0.1379377912,6.8640400661,-1.1586905852,7.9003251722,1.5763440247,8.6757560997,9.7035423283,120.1728770819,277.9214164883,24.8252568342,210.8848492936,50.6622868402,-200.2336032292,49.2440059188,5.9
29,564.2396,0.0077784083500404,0.0009494215666732,569.3967,0.0637301126249555,0.0009178681985354,582.097,0.0733464281967933,0.0004619781020499,218.249992179825,8.173892464742448,0.0002176371857377,-49.0,-49.0,97.0,4.164195461,55.2043343288,4.060146077,55.1836068942,144.1567171717,42.1503143263,1041.4638383838,473.7724778276,641.9122727273,348.6466452583,3.8353e-06,1.7564e-06,-5.88e-08,2.287e-07,1.4679e-06,6.6238e-06,-15.6978402659,130.6654634798,30.876215975,9.6829357665,-1.7894767926,7.097630545,-3.42670579,8.066044799,-1.0703852769,8.8088060045,-16.8755326808,127.5664680227,271.9841181795,26.4470644874,224.3271789551,34.4983310225,-213.3691332291,34.4466166776,6.6
30,566.5175,0.0399554041324472,0.0017365235742048,577.0398,0.0868240210998938,0.0009149137850434,590.0524,0.0843168491073433,0.0004055402231661,209.07576243081817,2.808591798198022,9.174229749006808e-05,-49.0,-49.0,97.0,-18.1729108843,78.2168215027,-14.3799849518,75.2152282873,182.0248148148,41.407946846,962.5422222222,462.1611669211,731.7197222222,497.4497085235,4.1674e-06,1.6028e-06,-1.373e-07,2.936e-07,1.087e-06,9.5196e-06,32.0276793313,112.8469976577,36.22230062,9.3461827359,1.296912929,6.6116181956,0.3536774851,7.6733018985,3.1183751489,8.4809294868,31.7401047675,113.6175350946,271.1627898947,22.936800714,205.8926112892,79.302584714,-196.6993753733,76.1391992486,6.2
